"SYMBOL","ENSEMBL","ENTREZID","lengths","logFC","logCPM","F","PValue","FDR"
"PMEPA1","ENSG00000124225",56937,5619,2.76174829502746,6.23500135761252,25.117747245966,0.0010460645884815,0.0135775088062855
"A1BG","ENSG00000121410",1,4006,1.83436698338896,5.1578136116215,25.0874152263484,0.001050014689482,0.0135992132173944
"APOD","ENSG00000189058",347,2197,5.77559451099356,7.69226847555227,25.0780445882942,0.00105123879159983,0.0135992132173944
"SBK1","ENSG00000188322",388228,4992,3.72753145751573,2.73021773817167,25.07789936761,0.00105125777607971,0.0135992132173944
"CXADR","ENSG00000154639",1525,6682,-1.88842372539575,7.31329936511878,25.0733105386098,0.00105185788794445,0.0135992132173944
"CHI3L1","ENSG00000133048",1116,3408,-5.03203332015804,7.15071132746894,25.0721496734472,0.00105200977003786,0.0135992132173944
"CSAG1","ENSG00000198930",158511,1092,6.01136165048099,3.89785489197075,34.9536051811698,0.00105578078025803,0.0136368827566933
"IL1RL1","ENSG00000115602",9173,5746,-4.44979621875974,3.92138315988735,24.9815126849138,0.00106395355040084,0.0137312999574441
"CLDN1","ENSG00000163347",9076,3663,-4.43737521636097,7.48596523946433,24.9539144367829,0.00106762402820432,0.0137604464976998
"EPPIN","ENSG00000101448",57119,6934,-5.93690832852377,-0.0555656227010587,24.9515337420406,0.00106794139537858,0.0137604464976998
"ZNF587","ENSG00000198466",84914,7350,1.79208778174835,4.57037641520315,24.9277372103024,0.00107112018078777,0.0137902390265986
"TET3","ENSG00000187605",200424,11439,1.88656457103765,3.83657884496241,24.9172257763661,0.00107252809079011,0.013797202513131
"LINC00545","ENSG00000236094",NA,411,-5.77472456277475,-1.38145922329312,24.9004017794429,0.00107478633749741,0.013815084805005
"WNT4","ENSG00000162552",54361,4527,-3.91988398709769,2.71132802153569,24.885291920512,0.00107681957723435,0.0138224413885941
"BASP1","ENSG00000176788",10409,2133,-3.73030359190907,4.4645568696739,24.8832410843348,0.0010770959166629,0.0138224413885941
"KLRG2","ENSG00000188883",346689,2197,5.4283134403864,0.879237683276153,24.825439209167,0.00108492107432907,0.0139014812938554
"DYNC2H1","ENSG00000187240",79659,14284,-2.13364878453294,3.81066322542292,24.8248428089764,0.00108500218481546,0.0139014812938554
"SHCBP1","ENSG00000171241",79801,4459,2.75898948336851,3.07508146338672,24.8141072860709,0.00108646351660482,0.013909005583051
"MAGEA3","ENSG00000221867",4102,2216,5.31722144158482,2.98347061098942,28.4954024049152,0.00108897462367459,0.0139299462914258
"APOA1","ENSG00000118137",335,1424,-4.97576953759012,2.43955032693533,24.7815110942011,0.00109091567838918,0.0139435672210499
"ACAA2","ENSG00000167315",10449,3740,-3.58238877480686,5.93073021156935,24.763503833873,0.00109338500514258,0.0139604289313999
"SSPN","ENSG00000123096",8082,4997,-2.04894992969685,3.36010984245003,24.7591034056114,0.00109398949773491,0.0139604289313999
"BAG2","ENSG00000112208",9532,6870,-2.92648091192825,3.49575673161196,24.708717702762,0.0011009409726831,0.0140378795659504
"ADAMTS9-AS2","ENSG00000241684",NA,7232,-3.81568173903628,0.936029377706076,24.676845238932,0.00110536684205351,0.014083028468853
"MUC13","ENSG00000173702",56667,3496,6.00948197219821,0.943238531474945,24.6618247616759,0.00110746033819758,0.0140867952309716
"FAP","ENSG00000078098",2191,7003,-5.43408929366053,2.2030695885179,24.6568062895852,0.0011081609000137,0.0140867952309716
"IFI35","ENSG00000068079",3430,1973,-1.73770007911421,4.8310495178264,24.6449471330091,0.00110981860517178,0.0140867952309716
"CA8","ENSG00000178538",767,5783,5.62351975984539,1.25267595187664,24.6442648733211,0.00110991406773119,0.0140867952309716
"SYNE1","ENSG00000131018",23345,45649,-4.14418226418115,4.7576209332338,24.6430171054954,0.00111008868344362,0.0140867952309716
"RP1-90J20.8",NA,NA,535,-3.49564177553071,1.26647013550439,24.6256588654704,0.00111252141075398,0.014106416899863
"RNF223","ENSG00000237330",401934,1902,4.23584940564218,1.40004108094142,24.6040636740653,0.00111555726769702,0.0141336487268015
"IRF2BP2","ENSG00000168264",359948,4724,1.60357987222226,7.47425896879976,24.5870142144798,0.0011179614168625,0.0141528401165736
"PYGM","ENSG00000068976",5837,4981,-3.41685155081637,1.65093066302616,24.5650638251525,0.00112106621087084,0.0141744163885277
"TRPS1","ENSG00000104447",7227,11072,2.31922127417128,6.01621865834431,24.5623751224763,0.00112144725904332,0.0141744163885277
"BCL2L1","ENSG00000171552",598,3314,1.61936576467782,5.59542963024836,24.5243920352465,0.00112684766851234,0.0142313705944737
"ESPN","ENSG00000187017",83715,4109,4.36839103622242,2.01012480953275,24.5085564488689,0.00112910877981374,0.0142430468506634
"NR2C2AP","ENSG00000184162",126382,1794,1.86238201221424,4.07741919131115,24.5053849154779,0.00112956231543626,0.0142430468506634
"TNS1","ENSG00000079308",7145,15595,-2.78908488737323,1.98251031928518,24.4807758028695,0.00113308923294701,0.0142586805547415
"XDH","ENSG00000158125",7498,6037,3.46840507448462,2.75110553277186,24.4802771142927,0.00113316084624008,0.0142586805547415
"LGALS3BP","ENSG00000108679",3959,3584,-2.39476976003087,8.04785824171915,24.4779835340521,0.00113349028478276,0.0142586805547415
"TMEM163","ENSG00000152128",81615,6804,-4.03865553870248,0.285126610599084,24.4430712114181,0.00113851976010167,0.0143106358155592
"WSB1","ENSG00000109046",26118,6307,-1.7344405318133,7.68223418440642,24.3958592130341,0.0011453656690387,0.0143853227240827
"PAQR9","ENSG00000188582",344838,3820,-5.77501166896371,-2.08634008076523,24.3849926708915,0.00114694864960364,0.0143938437390715
"SLC30A1","ENSG00000170385",7779,5474,-2.05961005608437,5.1335740750354,24.3356463847875,0.0011541717280276,0.0144730769961412
"GPER1","ENSG00000164850",2852,3149,-3.7126912183823,0.706392821745754,24.3270525374496,0.00115543547422769,0.0144775155129018
"RP11-553L6.5",NA,NA,1679,-2.5664664488165,2.99568316798871,24.2550693769106,0.00116608912291326,0.0145995092155143
"VIPR1","ENSG00000114812",7433,7378,3.84062787428864,1.71223664076303,24.2105904515274,0.00117273362432519,0.014668890234494
"PDZK1IP1","ENSG00000162366",10158,1438,-3.8215000937315,6.37685174808246,24.2056515491095,0.00117347434603851,0.014668890234494
"TRIM11","ENSG00000154370",81559,8522,1.73814589604551,5.03739433649746,24.1909798804159,0.00117567821734278,0.0146849038246277
"TMSB15A","ENSG00000158164",11013,685,4.92909594453479,1.94765783052135,27.7278848935842,0.00117772831346967,0.0146989730605826
"EMID1","ENSG00000186998",129080,4899,-3.43691860982385,1.30096370206929,24.1697768519057,0.00117887234960406,0.0147017207674368
"VWA2","ENSG00000165816",340706,3368,6.40798076554841,1.83656605755197,27.6513206196947,0.00118708557452436,0.0147925550097151
"CTNNA3","ENSG00000183230",29119,11133,-4.71878080454525,-1.02317069095892,24.0868823418895,0.00119146479947506,0.0148350192193031
"CLDN11","ENSG00000013297",5010,6032,-4.31804746801566,1.95401228975501,24.0791037965134,0.00119265506073559,0.0148350192193031
"DZIP1L","ENSG00000158163",199221,5045,-3.56699097539315,0.966105648713071,24.072528655539,0.001193662340585,0.0148350192193031
"RP11-263K4.5",NA,NA,459,-5.15522208519345,-0.303786648511385,24.0669915095686,0.00119451143121827,0.0148350192193031
"PRKCH","ENSG00000027075",5583,8809,2.19043997096952,3.06669951793,24.0628007241887,0.00119515456790967,0.0148350192193031
"IFT27","ENSG00000100360",11020,8009,1.63453244518232,4.93381348440309,24.0490262208051,0.00119727152270003,0.0148433122588396
"P2RY2","ENSG00000175591",5029,2861,4.61229639650458,1.42297135880316,24.0463183465845,0.0011976882385691,0.0148433122588396
"DEPDC1B","ENSG00000035499",55789,3806,4.21870596279262,1.85280829680749,24.0113396421121,0.00120308749057095,0.0148975234946976
"FST","ENSG00000134363",10468,2969,-4.79793995969089,4.83777619297289,24.0058679512177,0.00120393484661478,0.0148975234946976
"PDLIM1","ENSG00000107438",9124,2239,-2.27158806358377,8.04160907470429,23.9965607891919,0.00120537788857339,0.0149037904746452
"TRAF3IP2","ENSG00000056972",10758,6553,-1.78185379177067,4.42221597519649,23.9751514447051,0.00120870556259447,0.0149238776874473
"AASS","ENSG00000008311",10157,4591,-3.44078463605708,1.92204834665841,23.9723666570784,0.00120913924993688,0.0149238776874473
"RP11-680A11.5",NA,NA,637,-3.25276164642752,2.58693006523026,23.9584119618683,0.00121131541435107,0.0149238776874473
"AKR1B10","ENSG00000198074",57016,1744,5.5074925812179,2.0944520532923,27.4544103009477,0.0012115945769579,0.0149238776874473
"BAIAP2L1","ENSG00000006453",55971,4798,2.07049277654587,4.78837558116008,23.9560022273223,0.00121169169686306,0.0149238776874473
"MDFI","ENSG00000112559",4188,2523,2.43262242760319,3.55438387968175,23.9449709181479,0.00121341611741251,0.0149335581410558
"MCM2","ENSG00000073111",4171,4899,2.3525549718964,2.80223573840622,23.9333189603998,0.00121524089753151,0.0149383795144251
"H1F0","ENSG00000189060",3005,2329,1.77820439904243,7.03978493865364,23.9304840714922,0.00121568538120911,0.0149383795144251
"BRINP3","ENSG00000162670",339479,3439,5.75776396144091,1.30785056148478,23.9161563934488,0.00121793494299493,0.0149544743424986
"DNAJA3","ENSG00000103423",9093,7071,1.79485882458555,4.84902258545654,23.9000635519007,0.00122046787036019,0.014974020987696
"SLC5A8","ENSG00000256870",160728,4178,4.66776091680314,4.16580681115716,32.9662505151664,0.00122904530749571,0.0150676409693215
"PAX6","ENSG00000007372",5080,14776,4.68279152952859,2.06282006930925,23.8025246066227,0.00123596198937939,0.0151407722378709
"PPM1H","ENSG00000111110",57460,7063,2.54053803036613,3.19053193755906,23.7922904075377,0.00123760194405877,0.0151491997967748
"HIC1","ENSG00000177374",3090,4554,-4.88270256737195,3.43369924511779,23.7594554390333,0.00124288193800425,0.0152015626041066
"HIST3H2A","ENSG00000181218",92815,496,2.07510790076529,4.94535929399828,23.7538243836859,0.00124379026648317,0.0152015626041066
"PARVA","ENSG00000197702",55742,8307,-1.68909391506507,5.51680638748916,23.733137984234,0.00124713427311217,0.0152307349869793
"FGF18","ENSG00000156427",8817,1986,-3.81992905280998,2.42460841279748,23.7016661202278,0.00125224340483766,0.0152814028383296
"SPON1","ENSG00000262655",10418,5639,-3.07474542769104,2.53552133924642,23.6853070017726,0.00125490949458429,0.0153022029021608
"COL4A6","ENSG00000197565",1288,9942,-5.41893009522818,0.680867506929459,23.6626934356556,0.00125860660644108,0.0153256055050399
"TSPAN14","ENSG00000108219",81619,17883,1.60921121812167,5.10751165565214,23.6617882529637,0.00125875487934941,0.0153256055050399
"SERPINB4","ENSG00000206073",6318,2013,-5.61265593564954,5.02280090335704,23.6378294450629,0.00126268740338581,0.0153617313838519
"ST6GALNAC6","ENSG00000160408",30815,5309,-3.21427495526731,5.0046716346816,23.6275691416065,0.00126437620329739,0.0153705259916512
"CDC25A","ENSG00000164045",993,4117,3.5938875802503,2.14797612328068,23.600370077683,0.0012688667576747,0.0154133410037233
"OCLN","ENSG00000197822",100506658,6761,2.07664170711177,4.8657737872669,23.5887042947465,0.0012707988944522,0.0154250364663752
"ARRDC1","ENSG00000197070",92714,3821,1.81295503182975,5.41017102871043,23.5805197599948,0.00127215665209758,0.0154297475646561
"PRR11","ENSG00000068489",55771,4080,3.67753358405728,4.12877748948495,23.5432348349216,0.00127836500667153,0.0154932386528287
"ZNF667-AS1","ENSG00000166770",NA,3623,-5.14007294652498,4.22517705180777,23.5231959700274,0.00128171738141124,0.0155166354134504
"RP3-333A15.1",NA,NA,749,-5.88097241542307,-0.498637794029787,23.5200440227987,0.00128224568394943,0.0155166354134504
"ADORA1","ENSG00000163485",134,4191,3.66936930939306,1.94778312284899,23.4863338583972,0.00128791298870065,0.0155733733960436
"NRK","ENSG00000123572",203447,8466,-3.40919693864454,1.15660335732662,23.4777723059179,0.00128935733820695,0.0155790002451687
"FCGRT","ENSG00000104870",2217,4173,-3.87495015245672,6.30876334493261,23.3928980405032,0.00130378612002086,0.0157413873504492
"ZFPM2","ENSG00000169946",23414,6708,-4.88462971578207,3.79636202192131,23.3801769580778,0.00130596612258914,0.0157557535320402
"LPAR1","ENSG00000198121",1902,4095,-3.84558020905019,2.95908038376101,23.3459564353464,0.00131185317169371,0.0158147875160318
"DLX3","ENSG00000064195",1747,2715,3.33948988606861,1.78634632509645,23.3022410901471,0.00131942208189798,0.0158826327957987
"NT5E","ENSG00000135318",4907,4017,-4.40022500402424,3.28097614429833,23.3008561604418,0.00131966276248431,0.0158826327957987
"FOXRED2","ENSG00000100350",80020,5577,2.1381456532796,3.47557367963105,23.2958041888838,0.00132054118779834,0.0158826327957987
"SLC9A3R2","ENSG00000065054",9351,3550,2.64828246927003,5.11473220703898,23.2904476235642,0.00132147337533071,0.0158826327957987
"LINC00461","ENSG00000245526",NA,6174,5.94139725423992,0.780073299651672,23.2693301960329,0.00132515642010769,0.0159102810772486
"MIR22HG","ENSG00000186594",84981,2968,-1.65035547701868,4.98347341036451,23.265799602031,0.00132577343734253,0.0159102810772486
"SKA2","ENSG00000182628",348235,3148,1.82256090198456,6.22798199413815,23.2586385255362,0.00132702603423226,0.0159133121949796
"ANKRD33B","ENSG00000164236",651746,2163,-4.90610507283281,3.2170206448133,23.244942880154,0.0013294257724195,0.0159300845756864
"VNN1","ENSG00000112299",8876,3106,-4.30799774074903,2.28351038310808,23.2364577822659,0.00133091525078302,0.0159359325701355
"MIA","ENSG00000261857",8190,1304,4.80445200197845,2.87631314005786,26.5492675428024,0.00133303095671521,0.0159410334088761
"C16orf59",NA,NA,2854,3.04300948060086,2.32938765311023,23.2201629494831,0.00133378152045396,0.0159410334088761
"LTBP1","ENSG00000049323",4052,7329,2.72375959829569,3.11111833323396,23.2169559675956,0.00133434654060346,0.0159410334088761
"ZFHX4","ENSG00000091656",79776,15696,-5.09506100059976,4.35792254975016,23.1833036838139,0.00134029366643259,0.0159974903732722
"ADRB1","ENSG00000043591",153,2862,4.29725681914395,2.00236936955576,23.1731357217506,0.00134209710591617,0.0159974903732722
"FLI1","ENSG00000151702",2313,8479,-4.4746717237453,-0.438532918450743,23.1706858492363,0.00134253208162994,0.0159974903732722
"KNDC1","ENSG00000171798",85442,7991,-3.97742094300194,2.09011770040947,23.1675251985269,0.00134309351716783,0.0159974903732722
"MX1","ENSG00000157601",4599,8611,-3.54803264965457,5.76406623766134,23.1459186109021,0.00134693944574952,0.0160312994765985
"EHD2","ENSG00000024422",30846,3923,-3.65669956238549,4.84846324434736,23.1006933216485,0.00135503421427705,0.0161155900237598
"COX17","ENSG00000138495",10063,2172,1.70847793837358,7.62874802941605,23.0893125187264,0.00135708082737243,0.016127876927541
"SFRP2","ENSG00000145423",6423,2032,-7.16256896876567,-2.50825087599687,26.3297531271111,0.00136481866898197,0.0162045033281763
"ERP27","ENSG00000139055",121506,2426,10.6572663443564,2.45979356719479,41.4419293037887,0.00136659983750066,0.0162045033281763
"FAM64A",NA,NA,2823,3.93574745874855,2.36097230181226,23.0348868430326,0.00136692192301561,0.0162045033281763
"PHYHD1","ENSG00000175287",254295,2915,-4.57080927461004,4.04488824202171,23.0311447718075,0.00136760183307615,0.0162045033281763
"MAN1A1","ENSG00000111885",4121,5514,-2.10916657859336,5.47007323637217,23.0138376311268,0.00137075194451914,0.0162297438192955
"LAPTM4B","ENSG00000104341",55353,3197,1.82706955319417,6.84205622157576,23.0071800522016,0.00137196612571648,0.0162320423483467
"ABCB1","ENSG00000085563",5243,5552,-3.98509505952014,1.86853272844804,22.9978986323473,0.00137366108116759,0.0162400213853046
"ILF3-AS1",NA,NA,1983,1.71345961144003,4.91252572431405,22.9879977423597,0.00137547205561533,0.0162493591841178
"AMZ2","ENSG00000196704",51321,4206,1.68104524071868,5.70090358971841,22.9669250695511,0.00137933643124434,0.0162799948795436
"STON1","ENSG00000243244",11037,8082,-2.82880303248138,2.22707660534156,22.9627078888754,0.00138011142415033,0.0162799948795436
"STARD10","ENSG00000214530",10809,3710,2.87546120511603,6.80158926607242,22.9540516854299,0.00138170388758146,0.0162867066393213
"DUS1L","ENSG00000169718",64118,5999,1.63797312821411,5.75237437554896,22.9282756859688,0.00138645949518702,0.016330666133909
"MGAT4A","ENSG00000071073",11320,9630,2.02158756204292,4.34585693343974,22.9113879815333,0.00138958635497565,0.016355390286041
"POC1A","ENSG00000164087",25886,2247,2.45104548093083,2.97539854196385,22.9029495095368,0.00139115209856975,0.0163617171800003
"BARD1","ENSG00000138376",580,6062,2.21682104015362,4.1469125204106,22.8915685434875,0.00139326731875474,0.0163744924987771
"FOXP4","ENSG00000137166",116113,6170,1.85774267893509,3.83765311388066,22.8211384808143,0.00140644716569013,0.0165143990312185
"CYSTM1","ENSG00000120306",84418,2183,-2.02683440806323,8.0579555637082,22.8151553340934,0.00140757399830128,0.0165143990312185
"SEC14L4","ENSG00000133488",284904,2624,-3.82540220302844,-0.0890578225771021,22.8087828253693,0.00140877540520493,0.0165143990312185
"PSMB8","ENSG00000204264",5696,2006,-1.52319736741929,6.09316381863119,22.8058815322372,0.00140932281055708,0.0165143990312185
"IFITM2","ENSG00000185201",10581,1307,-2.37123018737746,8.63291460529744,22.7993001806199,0.00141056554395743,0.016516798749812
"CAMP","ENSG00000164047",820,745,4.85825849354492,1.68040502681253,22.790551330132,0.00141221968464918,0.0165240087072224
"LRP2","ENSG00000081479",4036,16260,-5.22041042989637,4.72200210860178,22.7291219984951,0.00142390279024496,0.0166484681125409
"CDR2L","ENSG00000109089",30850,3536,2.08563381382276,3.16598201414891,22.7118269561703,0.00142721391879041,0.0166749303155005
"CABP4","ENSG00000175544",57010,2701,3.82098066754893,1.60525974909877,22.7014884406349,0.00142919782997596,0.0166758025822114
"AC098617.1","ENSG00000233766",NA,4626,-4.91793920693471,-0.163089185989624,22.6985019654218,0.0014297715631591,0.0166758025822114
"ANXA5","ENSG00000164111",308,3034,-1.82587871752018,8.58421532231174,22.6950640299242,0.00143043238388227,0.0166758025822114
"PARP8","ENSG00000151883",79668,10056,-2.27339140120467,3.44215096108574,22.6889696244818,0.00143160475695198,0.0166772521942729
"DNMT1","ENSG00000130816",1786,9805,1.67530823128881,5.85799110466768,22.6478883066258,0.00143953900309499,0.0167456043078909
"FMOD","ENSG00000122176",2331,3310,-5.51668511621755,4.73874474321904,22.6476929355686,0.00143957686754194,0.0167456043078909
"NUDT11","ENSG00000196368",55190,2385,-4.5201254922619,1.68051574507907,22.6143429159396,0.00144605868878694,0.0168087157886534
"ARHGEF25","ENSG00000240771",115557,3362,-2.86543712665873,2.01024904830841,22.6036787947956,0.00144813905051652,0.0168206107378608
"CAV1","ENSG00000105974",857,4077,-4.985456664646,7.6410438323841,22.5553264769815,0.00145761881982145,0.0169183721953456
"MT1E","ENSG00000169715",4493,1052,-6.19321083064122,9.79621523057184,22.5468826786205,0.00145928224327892,0.0169202565359473
"FRZB","ENSG00000162998",2487,3162,4.46831997302605,2.45095970581393,22.5437105642604,0.0014599077624493,0.0169202565359473
"ATP6V1B1","ENSG00000116039",525,2653,5.46395503516502,0.680479655037795,22.5253424762086,0.0014635364345324,0.0169499674546682
"SPEG","ENSG00000072195",10290,17910,-2.20210250663056,4.15939555904444,22.5137870727015,0.00146582503075955,0.0169554823727334
"GJC1","ENSG00000182963",10052,8660,4.6599978880527,2.03874743971713,22.5093131008229,0.00146671232353308,0.0169554823727334
"TRPC3","ENSG00000138741",7222,4358,-5.78644596576405,-1.52560575623327,22.5059354659588,0.00146738263291662,0.0169554823727334
"RP11-402P6.11",NA,NA,220,-5.09010153633824,1.2778107726078,22.5014435956967,0.0014682746628308,0.0169554823727334
"ALOX5AP","ENSG00000132965",241,1344,-2.81001195906726,2.21366581708459,22.4729457202952,0.00147394984345348,0.0170086757497282
"TP73","ENSG00000078900",7161,6763,5.54362364261229,0.972732419701359,22.4648482991884,0.00147556740755154,0.0170098576107041
"TLR3","ENSG00000164342",7098,6724,-3.34744312699656,2.75175237307224,22.4617340109857,0.00147619011879484,0.0170098576107041
"PCNA","ENSG00000132646",5111,1471,1.86703333764653,5.86523199852105,22.445124372862,0.00147951683146819,0.0170358548040184
"NCAPH","ENSG00000121152",23397,3278,2.93572222795735,2.84814852385197,22.4379088980299,0.00148096493112421,0.0170401988062036
"PKD2","ENSG00000118762",5311,5498,-2.94863068640626,4.80465091329547,22.3897733926544,0.00149067099077778,0.0171233448331406
"VEPH1","ENSG00000197415",79674,6554,5.62198107786152,1.43491374422714,25.5206651753409,0.001490767149076,0.0171233448331406
"GBP2","ENSG00000162645",2634,6276,-2.86856729294679,6.39010392848034,22.3860784020541,0.00149141933882567,0.0171233448331406
"FAM177B","ENSG00000197520",400823,2601,5.52217158296409,0.63454944030646,22.3700215385401,0.00149467681413074,0.0171483721292448
"RACGAP1","ENSG00000161800",29127,4541,2.6125671423282,3.64508111004678,22.3550000637844,0.00149773231235146,0.0171710477568075
"OR4N2","ENSG00000176294",390429,1499,-5.32862297972519,-1.24460240577833,22.3243509421088,0.0015039909189815,0.0172303869645447
"MAP7","ENSG00000135525",9053,4664,2.47995819641084,4.91718987141667,22.288890525624,0.0015112729398957,0.0173013570450074
"PIEZO2","ENSG00000154864",63895,14620,-5.97082747611412,5.32682168781819,22.2819213388312,0.00151270929630887,0.0173053508498655
"PYGB","ENSG00000100994",5834,4474,2.19864812530704,6.242322925436,22.2697249907702,0.00151522709380179,0.0173217016836695
"PRAME","ENSG00000185686",23532,3778,4.33074140021675,2.30713302676418,22.2641135410255,0.00151638727722605,0.0173225202745858
"ZWINT","ENSG00000122952",11130,2378,2.76547383549655,4.32269682605668,22.2397935172498,0.00152142839496819,0.0173582914085958
"DNAJC9","ENSG00000213551",23234,3955,1.83948599386925,5.07147119061141,22.2384847359743,0.00152170027744555,0.0173582914085958
"TNFAIP6","ENSG00000123610",7130,1577,-5.75171090980423,2.78765382138167,22.2220149155713,0.00152512687895571,0.0173698942075274
"TCF4","ENSG00000196628",6925,22377,-5.14885878929293,5.01621082728885,22.2196391473422,0.00152562196298692,0.0173698942075274
"FIBCD1","ENSG00000130720",84929,3833,4.22937661115145,4.74923331031878,22.2178636512181,0.00152599208836318,0.0173698942075274
"DPYSL3","ENSG00000113657",1809,7164,-4.25165310714215,6.00164708242814,22.2102625353753,0.00152757791260777,0.0173755163140297
"GPC1","ENSG00000063660",2817,6514,-2.77317606543328,5.35600590359096,22.1853551273571,0.00153278884447287,0.0174152884946356
"SMARCD2","ENSG00000108604",6603,3731,1.99505074272463,5.52102807297893,22.1783563849349,0.00153425707269535,0.0174152884946356
"CSRNP3","ENSG00000178662",80034,12565,-4.18578566406894,0.584656262922354,22.1778769059405,0.00153435772446925,0.0174152884946356
"FAAH","ENSG00000117480",2166,2776,2.91066668462476,2.36512897289463,22.1255463504524,0.00154539280319568,0.0175280368333948
"ENPEP","ENSG00000138792",2028,7802,-4.87911055668266,-1.16281603452683,22.1132882159758,0.00154799206701746,0.0175361580413705
"MECOM","ENSG00000085276",2122,9103,5.72246956026639,2.69297888127161,30.1335421448624,0.00154831282901562,0.0175361580413705
"COL9A2","ENSG00000049089",1298,4151,3.15712328829082,2.95376027479073,22.095367376132,0.0015518019382711,0.0175631751377725
"RGL1","ENSG00000143344",23179,5415,-3.75681832458054,3.46565396872594,22.0594771894615,0.00155946738047118,0.0176373876513418
"C19orf57","ENSG00000132016",79173,3840,4.91756305215699,1.1879055825996,22.0529961006292,0.00156085666706439,0.0176405626015594
"PKIB","ENSG00000135549",5570,3270,3.63495803215903,5.28242680842956,22.0119758148451,0.0015696858367503,0.0177277577858109
"INPP1","ENSG00000151689",3628,3856,-1.9677613746755,3.87417194859235,22.0006170520543,0.00157214174174528,0.0177429017988601
"GAS7",NA,NA,10100,-2.72342933367979,1.88198874613101,21.9816475478517,0.00157625392591612,0.0177767035599598
"C1orf210","ENSG00000253313",149466,1516,4.36179694527518,2.2726725653597,21.9599993552889,0.00158096327086302,0.0178132583098055
"PITPNC1","ENSG00000154217",26207,7642,2.75155157659423,3.96175141706009,21.9564638705981,0.00158173405340006,0.0178132583098055
"PTK2B","ENSG00000120899",2185,7928,-2.84772301950279,5.03583389495597,21.9475243620827,0.00158368508604091,0.0178226172377433
"AC005042.4",NA,NA,4657,5.37970673880116,0.55651839850367,21.9252384911895,0.00158856208319558,0.0178473495810431
"STIM2","ENSG00000109689",57620,6909,-1.6456444336624,4.85831200690304,21.9224009460125,0.00158918439577103,0.0178473495810431
"STX11","ENSG00000135604",8676,1926,-4.27103645287648,2.42902552133958,21.9221136070629,0.00158924743017269,0.0178473495810431
"FAM69A",NA,NA,2574,-2.30113355977227,2.46678755794333,21.8925884850178,0.00159574117569452,0.0179058266796177
"GIPC2","ENSG00000137960",54810,3973,-4.73248931170128,1.80826045841543,21.8882186967385,0.00159670508756221,0.0179058266796177
"CYB561","ENSG00000008283",1534,5320,1.71270714807277,6.29423630687993,21.8828386365762,0.00159789285291857,0.0179065274426008
"CCND2","ENSG00000118971",894,7157,-4.59306832852042,5.29339179890608,21.8680235144696,0.00160116933953053,0.0179306176635815
"YTHDF1","ENSG00000149658",54915,3457,1.57161214516503,5.77569128754487,21.8627021495683,0.00160234825768392,0.0179312010017751
"ROPN1B","ENSG00000114547",152015,4048,5.0190675318845,1.39945554610466,21.8513431812138,0.00160486841308628,0.0179467821907533
"SPTBN2","ENSG00000173898",6712,9131,2.87350251927627,2.44908888891283,21.8392536966926,0.00160755610202073,0.0179642136597302
"SMOC2","ENSG00000112562",64094,4032,-5.15253498751597,6.18178297468366,21.8216421348815,0.00161148153793758,0.0179954426057548
"PCDHGA12","ENSG00000253159",26025,4747,-4.6265588342557,1.59166256991344,21.7962801677019,0.00161715558342225,0.0180461408127618
"E2F2","ENSG00000007968",1870,5457,4.14928883532615,1.73015501498571,21.7877739409572,0.00161906422238546,0.0180547785359635
"SUSD3","ENSG00000157303",203328,1244,-3.69442608502343,2.27006502411459,21.7714691279333,0.00162273061529215,0.0180829917935182
"TMEM43","ENSG00000170876",79188,3572,-1.65412417972979,4.70909321239678,21.7608932108691,0.00162511433891352,0.0180931300803006
"TPRN","ENSG00000176058",286262,5338,2.29637902005904,4.14723573541108,21.7573478717848,0.00162591441053415,0.0180931300803006
"GATA3-AS1","ENSG00000197308",NA,2214,4.31010600808691,1.71530001336672,21.7205728934996,0.00163424254680951,0.0181730968884555
"CHTF18","ENSG00000127586",63922,5916,2.29540440609724,2.58930112755709,21.7101626763872,0.00163660976639536,0.0181745163676548
"ENOPH1","ENSG00000145293",58478,2025,1.64002707559838,4.70660519796629,21.7099664397497,0.00163665443064472,0.0181745163676548
"RP1-251M9.2",NA,NA,537,-6.37263801946869,-2.04631411460942,21.7014921566855,0.00163858466941711,0.0181832620951426
"IDI1","ENSG00000067064",3422,3589,1.57523502922508,5.18262294800341,21.6900157098316,0.00164120327834958,0.0181996291068828
"PTPRN","ENSG00000054356",5798,8261,-5.42330427314025,-1.35018501832988,21.6689273569722,0.00164602874294385,0.0182332841614201
"CTD-3184A7.4",NA,NA,801,2.0796332513587,3.14072623609909,21.666741892496,0.00164652983975119,0.0182332841614201
"TIMP2","ENSG00000035862",7077,5633,-3.82669235814102,6.99020822961138,21.66157953517,0.0016477142561174,0.0182337113752408
"ANKRD36C","ENSG00000174501",400986,8749,2.6045008154883,5.62526115044676,21.6507122633174,0.00165021106030413,0.0182486508704792
"GLI1","ENSG00000111087",2735,4204,-5.29313989668862,-1.23638735131041,21.6319262759354,0.00165453841511267,0.0182772461063297
"KCTD12","ENSG00000178695",115207,6229,-3.45587270861767,4.65324728137805,21.6295185982381,0.00165509405135557,0.0182772461063297
"PACSIN3","ENSG00000165912",29763,2752,1.69062124803745,4.13870964894416,21.6091893846506,0.00165979489612713,0.0183164467282046
